time1,angle1,time2,angle2,Time (s) Run #3,"Angle, Ch P1 (rad) Run #3",Time (s) Run #4,"Angle, Ch P1 (rad) Run #4",Time (s) Run #5,"Angle, Ch P1 (rad) Run #5",Time (s) Run #7,"Angle, Ch P1 (rad) Run #7",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.3,"Angle, Ch P1 (rad) 0.3",Time (s) 0.35,"Angle, Ch P1 (rad) 0.35",Time (s) 0.4,"Angle, Ch P1 (rad) 0.4",Time (s) 0.45,"Angle, Ch P1 (rad) 0.45",Time (s) 0.5,"Angle, Ch P1 (rad) 0.5",Time (s) 0.55,"Angle, Ch P1 (rad) 0.55",Time (s) 0,"Angle, Ch P1 (rad) 0",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.54,"Angle, Ch P1 (rad) 0.54",Time (s) 0.56,"Angle, Ch P1 (rad) 0.56",Time (s) 0.53,"Angle, Ch P1 (rad) 0.53",Time (s) 0.51,"Angle, Ch P1 (rad) 0.51",Time (s) 0.08,"Angle, Ch P1 (rad) 0.08",Time (s) 0.1,"Angle, Ch P1 (rad) 0.1",Time (s) 0.04,"Angle, Ch P1 (rad) 0.04"
5.92,0.07539828,5.92,4.34E-19,5.92,-0.009424785,5.92,0.05654871,5.92,-0.161792143,5.92,0.197920485,5.92,0.208916068,5.92,-0.03769914,5.92,-0.003141595,5.92,-0.10053104,5.92,0.08796466,5.92,-0.218340853,5.92,-0.098960243,5.92,0.01256638,5.92,-0.026703558,5.92,-0.142942573,5.92,-0.128805395,5.92,-0.196349688,5.92,0.061261103,5.92,-0.015707975,5.92,0.004712393,5.92,-0.026703558
5.93,0.073827483,5.93,4.34E-19,5.93,-0.010995583,5.93,0.061261103,5.93,-0.166504535,5.93,0.197920485,5.93,0.210486865,5.93,-0.03769914,5.93,-0.003141595,5.93,-0.103672635,5.93,0.092677053,5.93,-0.21991165,5.93,-0.103672635,5.93,0.014137178,5.93,-0.026703558,5.93,-0.14451337,5.93,-0.133517788,5.93,-0.196349688,5.93,0.054977913,5.93,-0.01884957,5.93,0.004712393,5.93,-0.023561963
5.94,0.072256685,5.94,4.34E-19,5.94,-0.01256638,5.94,0.065973495,5.94,-0.172787725,5.94,0.197920485,5.94,0.210486865,5.94,-0.03769914,5.94,-0.004712393,5.94,-0.105243433,5.94,0.098960243,5.94,-0.221482448,5.94,-0.108385028,5.94,0.014137178,5.94,-0.026703558,5.94,-0.147654965,5.94,-0.13823018,5.94,-0.19477889,5.94,0.048694723,5.94,-0.023561963,5.94,0.003141595,5.94,-0.020420368
5.95,0.070685888,5.95,4.34E-19,5.95,-0.01256638,5.95,0.070685888,5.95,-0.177500118,5.95,0.197920485,5.95,0.212057663,5.95,-0.03769914,5.95,-0.00628319,5.95,-0.108385028,5.95,0.103672635,5.95,-0.223053245,5.95,-0.111526623,5.95,0.015707975,5.95,-0.026703558,5.95,-0.149225763,5.95,-0.141371775,5.95,-0.193208093,5.95,0.042411533,5.95,-0.026703558,5.95,0.003141595,5.95,-0.017278773
5.96,0.06911509,5.96,4.34E-19,5.96,-0.014137178,5.96,0.07539828,5.96,-0.18221251,5.96,0.196349688,5.96,0.212057663,5.96,-0.03769914,5.96,-0.009424785,5.96,-0.109955825,5.96,0.109955825,5.96,-0.223053245,5.96,-0.116239015,5.96,0.015707975,5.96,-0.026703558,5.96,-0.15079656,5.96,-0.146084168,5.96,-0.191637295,5.96,0.036128343,5.96,-0.029845153,5.96,0.001570798,5.96,-0.014137178
5.97,0.067544293,5.97,4.34E-19,5.97,-0.015707975,5.97,0.078539875,5.97,-0.186924903,5.97,0.196349688,5.97,0.212057663,5.97,-0.03769914,5.97,-0.010995583,5.97,-0.11309742,5.97,0.114668218,5.97,-0.223053245,5.97,-0.120951408,5.97,0.017278773,5.97,-0.02513276,5.97,-0.152367358,5.97,-0.149225763,5.97,-0.190066498,5.97,0.029845153,5.97,-0.032986748,5.97,0.001570798,5.97,-0.01256638
5.98,0.065973495,5.98,4.34E-19,5.98,-0.015707975,5.98,0.083252268,5.98,-0.191637295,5.98,0.19477889,5.98,0.21362846,5.98,-0.036128343,5.98,-0.014137178,5.98,-0.114668218,5.98,0.120951408,5.98,-0.223053245,5.98,-0.124093003,5.98,0.017278773,5.98,-0.02513276,5.98,-0.152367358,5.98,-0.153938155,5.98,-0.1884957,5.98,0.023561963,5.98,-0.034557545,5.98,6.51E-18,5.98,-0.009424785
5.99,0.0628319,5.99,0.001570798,5.99,-0.017278773,5.99,0.08796466,5.99,-0.196349688,5.99,0.193208093,5.99,0.21362846,5.99,-0.034557545,5.99,-0.017278773,5.99,-0.116239015,5.99,0.1256638,5.99,-0.221482448,5.99,-0.128805395,5.99,0.017278773,5.99,-0.023561963,5.99,-0.153938155,5.99,-0.15707975,5.99,-0.185354105,5.99,0.017278773,5.99,-0.03769914,5.99,-0.001570798,5.99,-0.007853988
6,0.061261103,6,0.001570798,6,-0.017278773,6,0.092677053,6,-0.20106208,6,0.190066498,6,0.212057663,6,-0.034557545,6,-0.020420368,6,-0.117809813,6,0.130376193,6,-0.21991165,6,-0.13194699,6,0.017278773,6,-0.021991165,6,-0.153938155,6,-0.160221345,6,-0.18221251,6,0.010995583,6,-0.040840735,6,-0.003141595,6,-0.00628319
6.01,0.059690305,6.01,0.003141595,6.01,-0.017278773,6.01,0.097389445,6.01,-0.205774473,6.01,0.1884957,6.01,0.212057663,6.01,-0.032986748,6.01,-0.023561963,6.01,-0.117809813,6.01,0.135088585,6.01,-0.21991165,6.01,-0.136659383,6.01,0.017278773,6.01,-0.020420368,6.01,-0.153938155,6.01,-0.16336294,6.01,-0.179070915,6.01,0.004712393,6.01,-0.04398233,6.01,-0.004712393,6.01,-0.004712393
6.02,0.05654871,6.02,0.004712393,6.02,-0.017278773,6.02,0.102101838,6.02,-0.210486865,6.02,0.186924903,6.02,0.212057663,6.02,-0.03141595,6.02,-0.026703558,6.02,-0.11938061,6.02,0.139800978,6.02,-0.216770055,6.02,-0.139800978,6.02,0.01884957,6.02,-0.020420368,6.02,-0.155508953,6.02,-0.164933738,6.02,-0.17592932,6.02,-0.001570798,6.02,-0.045553128,6.02,-0.00628319,6.02,-0.003141595
6.03,0.053407115,6.03,0.004712393,6.03,-0.01884957,6.03,0.10681423,6.03,-0.215199258,6.03,0.183783308,6.03,0.210486865,6.03,-0.029845153,6.03,-0.03141595,6.03,-0.11938061,6.03,0.14451337,6.03,-0.215199258,6.03,-0.142942573,6.03,0.01884957,6.03,-0.01884957,6.03,-0.155508953,6.03,-0.168075333,6.03,-0.172787725,6.03,-0.007853988,6.03,-0.048694723,6.03,-0.009424785,6.03,-0.001570798
6.04,0.051836318,6.04,0.00628319,6.04,-0.01884957,6.04,0.111526623,6.04,-0.218340853,6.04,0.180641713,6.04,0.208916068,6.04,-0.028274355,6.04,-0.036128343,6.04,-0.11938061,6.04,0.149225763,6.04,-0.21362846,6.04,-0.146084168,6.04,0.017278773,6.04,-0.017278773,6.04,-0.153938155,6.04,-0.171216928,6.04,-0.168075333,6.04,-0.015707975,6.04,-0.05026552,6.04,-0.010995583,6.04,-0.001570798
6.05,0.048694723,6.05,0.007853988,6.05,-0.01884957,6.05,0.116239015,6.05,-0.223053245,6.05,0.177500118,6.05,0.20734527,6.05,-0.02513276,6.05,-0.039269938,6.05,-0.11938061,6.05,0.153938155,6.05,-0.210486865,6.05,-0.149225763,6.05,0.017278773,6.05,-0.015707975,6.05,-0.153938155,6.05,-0.172787725,6.05,-0.16336294,6.05,-0.021991165,6.05,-0.053407115,6.05,-0.014137178,6.05,-4.03E-17
6.06,0.045553128,6.06,0.010995583,6.06,-0.01884957,6.06,0.120951408,6.06,-0.22619484,6.06,0.174358523,6.06,0.205774473,6.06,-0.023561963,6.06,-0.045553128,6.06,-0.11938061,6.06,0.15707975,6.06,-0.20734527,6.06,-0.15079656,6.06,0.017278773,6.06,-0.014137178,6.06,-0.152367358,6.06,-0.174358523,6.06,-0.158650548,6.06,-0.028274355,6.06,-0.054977913,6.06,-0.017278773,6.06,-4.03E-17
6.07,0.042411533,6.07,0.01256638,6.07,-0.01884957,6.07,0.124093003,6.07,-0.229336435,6.07,0.171216928,6.07,0.204203675,6.07,-0.020420368,6.07,-0.05026552,6.07,-0.11938061,6.07,0.161792143,6.07,-0.204203675,6.07,-0.153938155,6.07,0.015707975,6.07,-0.010995583,6.07,-0.152367358,6.07,-0.17592932,6.07,-0.153938155,6.07,-0.034557545,6.07,-0.05654871,6.07,-0.020420368,6.07,-4.03E-17
6.08,0.040840735,6.08,0.014137178,6.08,-0.01884957,6.08,0.128805395,6.08,-0.23247803,6.08,0.166504535,6.08,0.202632878,6.08,-0.01884957,6.08,-0.054977913,6.08,-0.117809813,6.08,0.164933738,6.08,-0.199491283,6.08,-0.155508953,6.08,0.015707975,6.08,-0.009424785,6.08,-0.15079656,6.08,-0.177500118,6.08,-0.149225763,6.08,-0.040840735,6.08,-0.058119508,6.08,-0.021991165,6.08,-4.03E-17
6.09,0.03769914,6.09,0.017278773,6.09,-0.01884957,6.09,0.133517788,6.09,-0.235619625,6.09,0.16336294,6.09,0.199491283,6.09,-0.015707975,6.09,-0.059690305,6.09,-0.116239015,6.09,0.168075333,6.09,-0.196349688,6.09,-0.15707975,6.09,0.015707975,6.09,-0.007853988,6.09,-0.149225763,6.09,-0.177500118,6.09,-0.14451337,6.09,-0.047123925,6.09,-0.059690305,6.09,-0.026703558,6.09,-4.03E-17
6.1,0.034557545,6.1,0.01884957,6.1,-0.017278773,6.1,0.13823018,6.1,-0.23876122,6.1,0.158650548,6.1,0.197920485,6.1,-0.01256638,6.1,-0.065973495,6.1,-0.116239015,6.1,0.171216928,6.1,-0.191637295,6.1,-0.160221345,6.1,0.014137178,6.1,-0.004712393,6.1,-0.147654965,6.1,-0.179070915,6.1,-0.13823018,6.1,-0.051836318,6.1,-0.061261103,6.1,-0.029845153,6.1,-4.03E-17
6.11,0.03141595,6.11,0.021991165,6.11,-0.017278773,6.11,0.141371775,6.11,-0.240332018,6.11,0.153938155,6.11,0.19477889,6.11,-0.009424785,6.11,-0.072256685,6.11,-0.114668218,6.11,0.172787725,6.11,-0.186924903,6.11,-0.160221345,6.11,0.01256638,6.11,-0.003141595,6.11,-0.146084168,6.11,-0.179070915,6.11,-0.133517788,6.11,-0.058119508,6.11,-0.0628319,6.11,-0.032986748,6.11,-4.03E-17
6.12,0.028274355,6.12,0.02513276,6.12,-0.017278773,6.12,0.146084168,6.12,-0.243473613,6.12,0.149225763,6.12,0.191637295,6.12,-0.00628319,6.12,-0.076969078,6.12,-0.111526623,6.12,0.17592932,6.12,-0.18221251,6.12,-0.161792143,6.12,0.01256638,6.12,2.04E-17,6.12,-0.142942573,6.12,-0.179070915,6.12,-0.127234598,6.12,-0.064402698,6.12,-0.064402698,6.12,-0.036128343,6.12,-0.001570798
6.13,0.023561963,6.13,0.026703558,6.13,-0.015707975,6.13,0.149225763,6.13,-0.24504441,6.13,0.14451337,6.13,0.1884957,6.13,-0.003141595,6.13,-0.083252268,6.13,-0.109955825,6.13,0.177500118,6.13,-0.177500118,6.13,-0.16336294,6.13,0.010995583,6.13,0.001570798,6.13,-0.141371775,6.13,-0.179070915,6.13,-0.120951408,6.13,-0.06911509,6.13,-0.064402698,6.13,-0.040840735,6.13,-0.003141595
6.14,0.020420368,6.14,0.029845153,6.14,-0.015707975,6.14,0.153938155,6.14,-0.246615208,6.14,0.139800978,6.14,0.185354105,6.14,1.99E-17,6.14,-0.089535458,6.14,-0.10681423,6.14,0.180641713,6.14,-0.172787725,6.14,-0.16336294,6.14,0.009424785,6.14,0.004712393,6.14,-0.13823018,6.14,-0.179070915,6.14,-0.114668218,6.14,-0.073827483,6.14,-0.065973495,6.14,-0.04398233,6.14,-0.004712393
6.15,0.017278773,6.15,0.032986748,6.15,-0.014137178,6.15,0.15707975,6.15,-0.248186005,6.15,0.135088585,6.15,0.18221251,6.15,0.003141595,6.15,-0.095818648,6.15,-0.105243433,6.15,0.18221251,6.15,-0.166504535,6.15,-0.164933738,6.15,0.007853988,6.15,0.007853988,6.15,-0.135088585,6.15,-0.177500118,6.15,-0.109955825,6.15,-0.078539875,6.15,-0.065973495,6.15,-0.048694723,6.15,-0.00628319
6.16,0.014137178,6.16,0.036128343,6.16,-0.014137178,6.16,0.160221345,6.16,-0.249756803,6.16,0.130376193,6.16,0.179070915,6.16,0.00628319,6.16,-0.102101838,6.16,-0.102101838,6.16,0.18221251,6.16,-0.161792143,6.16,-0.164933738,6.16,0.00628319,6.16,0.009424785,6.16,-0.13194699,6.16,-0.177500118,6.16,-0.103672635,6.16,-0.083252268,6.16,-0.067544293,6.16,-0.053407115,6.16,-0.007853988
6.17,0.010995583,6.17,0.039269938,6.17,-0.01256638,6.17,0.16336294,6.17,-0.2513276,6.17,0.124093003,6.17,0.174358523,6.17,0.010995583,6.17,-0.108385028,6.17,-0.098960243,6.17,0.183783308,6.17,-0.155508953,6.17,-0.164933738,6.17,0.004712393,6.17,0.01256638,6.17,-0.128805395,6.17,-0.17592932,6.17,-0.097389445,6.17,-0.08796466,6.17,-0.067544293,6.17,-0.05654871,6.17,-0.009424785
6.18,0.00628319,6.18,0.04398233,6.18,-0.010995583,6.18,0.166504535,6.18,-0.2513276,6.18,0.11938061,6.18,0.171216928,6.18,0.014137178,6.18,-0.114668218,6.18,-0.095818648,6.18,0.183783308,6.18,-0.149225763,6.18,-0.164933738,6.18,0.003141595,6.18,0.015707975,6.18,-0.1256638,6.18,-0.174358523,6.18,-0.091106255,6.18,-0.092677053,6.18,-0.067544293,6.18,-0.061261103,6.18,-0.010995583
6.19,0.003141595,6.19,0.047123925,6.19,-0.009424785,6.19,0.16964613,6.19,-0.252898398,6.19,0.11309742,6.19,0.166504535,6.19,0.01884957,6.19,-0.120951408,6.19,-0.092677053,6.19,0.185354105,6.19,-0.142942573,6.19,-0.16336294,6.19,0.001570798,6.19,0.01884957,6.19,-0.122522205,6.19,-0.172787725,6.19,-0.084823065,6.19,-0.095818648,6.19,-0.067544293,6.19,-0.065973495,6.19,-0.014137178
6.2,1.04E-17,6.2,0.05026552,6.2,-0.009424785,6.2,0.172787725,6.2,-0.252898398,6.2,0.108385028,6.2,0.16336294,6.2,0.021991165,6.2,-0.127234598,6.2,-0.08796466,6.2,0.185354105,6.2,-0.136659383,6.2,-0.16336294,6.2,-0.001570798,6.2,0.021991165,6.2,-0.11938061,6.2,-0.171216928,6.2,-0.078539875,6.2,-0.098960243,6.2,-0.067544293,6.2,-0.070685888,6.2,-0.017278773
6.21,-0.003141595,6.21,0.054977913,6.21,-0.007853988,6.21,0.17592932,6.21,-0.252898398,6.21,0.102101838,6.21,0.158650548,6.21,0.026703558,6.21,-0.133517788,6.21,-0.084823065,6.21,0.185354105,6.21,-0.130376193,6.21,-0.161792143,6.21,-0.003141595,6.21,0.023561963,6.21,-0.116239015,6.21,-0.168075333,6.21,-0.072256685,6.21,-0.102101838,6.21,-0.067544293,6.21,-0.07539828,6.21,-0.01884957
6.22,-0.007853988,6.22,0.058119508,6.22,-0.00628319,6.22,0.179070915,6.22,-0.252898398,6.22,0.095818648,6.22,0.153938155,6.22,0.029845153,6.22,-0.139800978,6.22,-0.080110673,6.22,0.183783308,6.22,-0.124093003,6.22,-0.160221345,6.22,-0.004712393,6.22,0.026703558,6.22,-0.111526623,6.22,-0.166504535,6.22,-0.065973495,6.22,-0.105243433,6.22,-0.067544293,6.22,-0.080110673,6.22,-0.021991165
6.23,-0.010995583,6.23,0.0628319,6.23,-0.004712393,6.23,0.180641713,6.23,-0.2513276,6.23,0.091106255,6.23,0.149225763,6.23,0.034557545,6.23,-0.146084168,6.23,-0.076969078,6.23,0.183783308,6.23,-0.117809813,6.23,-0.158650548,6.23,-0.007853988,6.23,0.029845153,6.23,-0.108385028,6.23,-0.16336294,6.23,-0.059690305,6.23,-0.108385028,6.23,-0.065973495,6.23,-0.084823065,6.23,-0.02513276
6.24,-0.014137178,6.24,0.065973495,6.24,-0.003141595,6.24,0.183783308,6.24,-0.2513276,6.24,0.084823065,6.24,0.14451337,6.24,0.03769914,6.24,-0.152367358,6.24,-0.072256685,6.24,0.18221251,6.24,-0.111526623,6.24,-0.15707975,6.24,-0.009424785,6.24,0.032986748,6.24,-0.103672635,6.24,-0.160221345,6.24,-0.053407115,6.24,-0.109955825,6.24,-0.065973495,6.24,-0.089535458,6.24,-0.029845153
6.25,-0.01884957,6.25,0.070685888,6.25,-0.001570798,6.25,0.185354105,6.25,-0.249756803,6.25,0.078539875,6.25,0.139800978,6.25,0.042411533,6.25,-0.158650548,6.25,-0.067544293,6.25,0.180641713,6.25,-0.105243433,6.25,-0.153938155,6.25,-0.01256638,6.25,0.036128343,6.25,-0.098960243,6.25,-0.15707975,6.25,-0.047123925,6.25,-0.111526623,6.25,-0.064402698,6.25,-0.09424785,6.25,-0.032986748
6.26,-0.021991165,6.26,0.073827483,6.26,-4.34E-19,6.26,0.186924903,6.26,-0.249756803,6.26,0.073827483,6.26,0.135088585,6.26,0.045553128,6.26,-0.164933738,6.26,-0.0628319,6.26,0.179070915,6.26,-0.098960243,6.26,-0.152367358,6.26,-0.014137178,6.26,0.039269938,6.26,-0.095818648,6.26,-0.153938155,6.26,-0.040840735,6.26,-0.11309742,6.26,-0.0628319,6.26,-0.098960243,6.26,-0.036128343
6.27,-0.02513276,6.27,0.078539875,6.27,0.001570798,6.27,0.190066498,6.27,-0.248186005,6.27,0.067544293,6.27,0.130376193,6.27,0.05026552,6.27,-0.171216928,6.27,-0.058119508,6.27,0.17592932,6.27,-0.092677053,6.27,-0.149225763,6.27,-0.017278773,6.27,0.042411533,6.27,-0.091106255,6.27,-0.15079656,6.27,-0.036128343,6.27,-0.114668218,6.27,-0.0628319,6.27,-0.103672635,6.27,-0.040840735
6.28,-0.028274355,6.28,0.083252268,6.28,0.004712393,6.28,0.191637295,6.28,-0.246615208,6.28,0.061261103,6.28,0.1256638,6.28,0.053407115,6.28,-0.17592932,6.28,-0.053407115,6.28,0.174358523,6.28,-0.086393863,6.28,-0.147654965,6.28,-0.01884957,6.28,0.047123925,6.28,-0.086393863,6.28,-0.146084168,6.28,-0.029845153,6.28,-0.114668218,6.28,-0.061261103,6.28,-0.108385028,6.28,-0.04398233
6.29,-0.03141595,6.29,0.086393863,6.29,0.00628319,6.29,0.191637295,6.29,-0.243473613,6.29,0.05654871,6.29,0.120951408,6.29,0.058119508,6.29,-0.18221251,6.29,-0.048694723,6.29,0.171216928,6.29,-0.080110673,6.29,-0.14451337,6.29,-0.021991165,6.29,0.05026552,6.29,-0.083252268,6.29,-0.142942573,6.29,-0.02513276,6.29,-0.114668218,6.29,-0.059690305,6.29,-0.114668218,6.29,-0.048694723
6.3,-0.036128343,6.3,0.091106255,6.3,0.007853988,6.3,0.193208093,6.3,-0.241902815,6.3,0.05026552,6.3,0.116239015,6.3,0.061261103,6.3,-0.186924903,6.3,-0.04398233,6.3,0.168075333,6.3,-0.07539828,6.3,-0.141371775,6.3,-0.02513276,6.3,0.053407115,6.3,-0.078539875,6.3,-0.13823018,6.3,-0.01884957,6.3,-0.114668218,6.3,-0.058119508,6.3,-0.11938061,6.3,-0.053407115
6.31,-0.039269938,6.31,0.095818648,6.31,0.009424785,6.31,0.19477889,6.31,-0.240332018,6.31,0.04398233,6.31,0.111526623,6.31,0.065973495,6.31,-0.193208093,6.31,-0.039269938,6.31,0.164933738,6.31,-0.06911509,6.31,-0.136659383,6.31,-0.026703558,6.31,0.05654871,6.31,-0.073827483,6.31,-0.135088585,6.31,-0.014137178,6.31,-0.114668218,6.31,-0.05654871,6.31,-0.124093003,6.31,-0.058119508
6.32,-0.042411533,6.32,0.098960243,6.32,0.01256638,6.32,0.19477889,6.32,-0.237190423,6.32,0.039269938,6.32,0.10681423,6.32,0.06911509,6.32,-0.197920485,6.32,-0.034557545,6.32,0.161792143,6.32,-0.0628319,6.32,-0.133517788,6.32,-0.029845153,6.32,0.059690305,6.32,-0.06911509,6.32,-0.130376193,6.32,-0.009424785,6.32,-0.114668218,6.32,-0.053407115,6.32,-0.128805395,6.32,-0.0628319
6.33,-0.045553128,6.33,0.103672635,6.33,0.014137178,6.33,0.196349688,6.33,-0.234048828,6.33,0.034557545,6.33,0.102101838,6.33,0.073827483,6.33,-0.202632878,6.33,-0.029845153,6.33,0.158650548,6.33,-0.058119508,6.33,-0.130376193,6.33,-0.032986748,6.33,0.0628319,6.33,-0.065973495,6.33,-0.1256638,6.33,-0.004712393,6.33,-0.11309742,6.33,-0.051836318,6.33,-0.133517788,6.33,-0.067544293
6.34,-0.048694723,6.34,0.108385028,6.34,0.015707975,6.34,0.196349688,6.34,-0.230907233,6.34,0.028274355,6.34,0.097389445,6.34,0.076969078,6.34,-0.20734527,6.34,-0.02513276,6.34,0.153938155,6.34,-0.051836318,6.34,-0.1256638,6.34,-0.036128343,6.34,0.065973495,6.34,-0.061261103,6.34,-0.120951408,6.34,-1.56E-17,6.34,-0.111526623,6.34,-0.05026552,6.34,-0.13823018,6.34,-0.072256685
6.35,-0.051836318,6.35,0.11309742,6.35,0.01884957,6.35,0.196349688,6.35,-0.227765638,6.35,0.023561963,6.35,0.091106255,6.35,0.080110673,6.35,-0.212057663,6.35,-0.020420368,6.35,0.15079656,6.35,-0.047123925,6.35,-0.122522205,6.35,-0.03769914,6.35,0.06911509,6.35,-0.05654871,6.35,-0.116239015,6.35,0.003141595,6.35,-0.109955825,6.35,-0.047123925,6.35,-0.142942573,6.35,-0.076969078
6.36,-0.054977913,6.36,0.116239015,6.36,0.020420368,6.36,0.196349688,6.36,-0.224624043,6.36,0.01884957,6.36,0.086393863,6.36,0.084823065,6.36,-0.216770055,6.36,-0.014137178,6.36,0.146084168,6.36,-0.040840735,6.36,-0.117809813,6.36,-0.040840735,6.36,0.072256685,6.36,-0.053407115,6.36,-0.111526623,6.36,0.007853988,6.36,-0.10681423,6.36,-0.045553128,6.36,-0.149225763,6.36,-0.08168147
6.37,-0.058119508,6.37,0.120951408,6.37,0.023561963,6.37,0.196349688,6.37,-0.221482448,6.37,0.01256638,6.37,0.08168147,6.37,0.08796466,6.37,-0.21991165,6.37,-0.009424785,6.37,0.141371775,6.37,-0.036128343,6.37,-0.11309742,6.37,-0.04398233,6.37,0.07539828,6.37,-0.048694723,6.37,-0.10681423,6.37,0.010995583,6.37,-0.105243433,6.37,-0.042411533,6.37,-0.153938155,6.37,-0.086393863
6.38,-0.061261103,6.38,0.1256638,6.38,0.02513276,6.38,0.196349688,6.38,-0.216770055,6.38,0.007853988,6.38,0.076969078,6.38,0.091106255,6.38,-0.224624043,6.38,-0.004712393,6.38,0.136659383,6.38,-0.03141595,6.38,-0.109955825,6.38,-0.047123925,6.38,0.078539875,6.38,-0.04398233,6.38,-0.102101838,6.38,0.014137178,6.38,-0.102101838,6.38,-0.039269938,6.38,-0.158650548,6.38,-0.092677053
6.39,-0.064402698,6.39,0.128805395,6.39,0.028274355,6.39,0.196349688,6.39,-0.21362846,6.39,0.004712393,6.39,0.072256685,6.39,0.09424785,6.39,-0.227765638,6.39,5.72E-17,6.39,0.13194699,6.39,-0.028274355,6.39,-0.105243433,6.39,-0.05026552,6.39,0.08168147,6.39,-0.040840735,6.39,-0.097389445,6.39,0.017278773,6.39,-0.098960243,6.39,-0.03769914,6.39,-0.16336294,6.39,-0.097389445
6.4,-0.065973495,6.4,0.133517788,6.4,0.029845153,6.4,0.19477889,6.4,-0.208916068,6.4,-1.82E-17,6.4,0.067544293,6.4,0.097389445,6.4,-0.230907233,6.4,0.004712393,6.4,0.127234598,6.4,-0.023561963,6.4,-0.10053104,6.4,-0.053407115,6.4,0.084823065,6.4,-0.03769914,6.4,-0.092677053,6.4,0.01884957,6.4,-0.09424785,6.4,-0.034557545,6.4,-0.166504535,6.4,-0.103672635
6.41,-0.06911509,6.41,0.13823018,6.41,0.03141595,6.41,0.193208093,6.41,-0.204203675,6.41,-0.004712393,6.41,0.0628319,6.41,0.098960243,6.41,-0.23247803,6.41,0.009424785,6.41,0.120951408,6.41,-0.020420368,6.41,-0.095818648,6.41,-0.05654871,6.41,0.086393863,6.41,-0.032986748,6.41,-0.08796466,6.41,0.021991165,6.41,-0.091106255,6.41,-0.03141595,6.41,-0.171216928,6.41,-0.108385028
6.42,-0.072256685,6.42,0.141371775,6.42,0.034557545,6.42,0.193208093,6.42,-0.199491283,6.42,-0.009424785,6.42,0.059690305,6.42,0.102101838,6.42,-0.235619625,6.42,0.01256638,6.42,0.116239015,6.42,-0.015707975,6.42,-0.091106255,6.42,-0.059690305,6.42,0.089535458,6.42,-0.029845153,6.42,-0.08168147,6.42,0.023561963,6.42,-0.086393863,6.42,-0.028274355,6.42,-0.17592932,6.42,-0.114668218
6.43,-0.073827483,6.43,0.146084168,6.43,0.036128343,6.43,0.191637295,6.43,-0.19477889,6.43,-0.01256638,6.43,0.054977913,6.43,0.105243433,6.43,-0.237190423,6.43,0.017278773,6.43,0.111526623,6.43,-0.01256638,6.43,-0.086393863,6.43,-0.061261103,6.43,0.092677053,6.43,-0.026703558,6.43,-0.076969078,6.43,0.02513276,6.43,-0.08168147,6.43,-0.02513276,6.43,-0.180641713,6.43,-0.11938061
6.44,-0.076969078,6.44,0.149225763,6.44,0.039269938,6.44,0.190066498,6.44,-0.190066498,6.44,-0.015707975,6.44,0.05026552,6.44,0.10681423,6.44,-0.240332018,6.44,0.021991165,6.44,0.105243433,6.44,-0.009424785,6.44,-0.08168147,6.44,-0.064402698,6.44,0.095818648,6.44,-0.023561963,6.44,-0.072256685,6.44,0.026703558,6.44,-0.076969078,6.44,-0.021991165,6.44,-0.183783308,6.44,-0.1256638
6.45,-0.078539875,6.45,0.153938155,6.45,0.040840735,6.45,0.1884957,6.45,-0.185354105,6.45,-0.01884957,6.45,0.045553128,6.45,0.109955825,6.45,-0.240332018,6.45,0.02513276,6.45,0.10053104,6.45,-0.007853988,6.45,-0.076969078,6.45,-0.067544293,6.45,0.098960243,6.45,-0.020420368,6.45,-0.067544293,6.45,0.026703558,6.45,-0.072256685,6.45,-0.01884957,6.45,-0.1884957,6.45,-0.130376193
6.46,-0.08168147,6.46,0.15707975,6.46,0.04398233,6.46,0.186924903,6.46,-0.180641713,6.46,-0.021991165,6.46,0.042411533,6.46,0.111526623,6.46,-0.241902815,6.46,0.029845153,6.46,0.09424785,6.46,-0.004712393,6.46,-0.072256685,6.46,-0.070685888,6.46,0.10053104,6.46,-0.017278773,6.46,-0.0628319,6.46,0.026703558,6.46,-0.067544293,6.46,-0.015707975,6.46,-0.191637295,6.46,-0.136659383
6.47,-0.083252268,6.47,0.160221345,6.47,0.045553128,6.47,0.183783308,6.47,-0.17592932,6.47,-0.02513276,6.47,0.039269938,6.47,0.11309742,6.47,-0.243473613,6.47,0.032986748,6.47,0.089535458,6.47,-0.003141595,6.47,-0.067544293,6.47,-0.073827483,6.47,0.103672635,6.47,-0.015707975,6.47,-0.058119508,6.47,0.026703558,6.47,-0.061261103,6.47,-0.010995583,6.47,-0.196349688,6.47,-0.141371775
6.48,-0.084823065,6.48,0.164933738,6.48,0.048694723,6.48,0.18221251,6.48,-0.16964613,6.48,-0.028274355,6.48,0.034557545,6.48,0.114668218,6.48,-0.243473613,6.48,0.036128343,6.48,0.083252268,6.48,-0.001570798,6.48,-0.0628319,6.48,-0.076969078,6.48,0.105243433,6.48,-0.01256638,6.48,-0.053407115,6.48,0.026703558,6.48,-0.05654871,6.48,-0.007853988,6.48,-0.199491283,6.48,-0.147654965
